"";"A.Sapkowski_Miecz_przeznaczenia_fragment";"A.Sapkowski_Ostatnie_¿yczenie_fragment";"A.Sapkowski_Pani_Jeziora_fragment";"A.Sapkowski_Wie¿a_Jaskó³ki_fragment";"Bhagawatam_Œrimad_Damodara_lila_fragment";"C.Sagan_Kontakt_fragment";"C.Sagan_Kontakt_fragment2";"C.Sagan_Miliardy_Miliardy";"C.Sagan_Swiat_nawiedzany_przez_demony_fragment";"J.R.R.Tolkien_Dwie-Wie¿e_fragment";"J.R.R.Tolkien_Hobbit_fragment";"J.R.R.Tolkien_Powrót-Króla_fragment";"J.R.R.Tolkien_Wyprawa_frament";"Komentarz_do_Ewangelii_wg_Œw._Mateusza_fragment";"£.Siatkowski_Opowieœci_biblijne_fragment";"P.Skarga_¯ywoty_Pañskich_Œwiêtych";"S.Lem_Czlowiek_z_Marsa_fragment";"S.Lem_Odruch_warunkowy";"S.Lem_Pokoj_na_Ziemi_fragment";"S.Lem_Powrot_z_Gwiazd_frament"
"bhagawatam";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bia³a";0,0165270054472008;0;0;0;0;0;0;0;0;0;0;0;0,0373250347740153;0;0;0;0;0;0;0
"bia³e";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"bia³y";0;0;0;0,00733770936773782;0;0;0;0;0;0;0,0161472896410986;0;0;0;0;0,00615048448127237;0;0;0;0
"biedny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020101991139011;0
"biegaæ";0;0;0;0,00890597344473824;0,00816198549112374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"biesiadowaæ";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"bilba";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"bilbo";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"biodro";0;0,0218547900979432;0;0;0,00816198549112374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bitwa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020101991139011;0
"bladoniebieski";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bladoœæ";0,0215021298253103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"blady";0;0;0;0;0;0;0;0;0;0,0508462128810278;0;0;0;0;0;0;0;0;0;0
"blansz";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"blask";0;0,0218547900979432;0;0;0;0;0;0;0;0;0,00979919792002172;0;0;0;0;0;0;0;0;0
"blat";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bledn¹c";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bliski";0;0;0;0;0,00491400491400491;0;0;0;0;0,0235294117647059;0;0;0;0;0;0,00449438202247191;0;0,0126582278481013;0;0,0108695652173913
"bli¿ej";0;0,0284337374663642;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"b³agaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"b³oto";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00822441121767338;0;0;0;0;0
"b³yskawiczny";0;0;0;0;0;0;0;0;0;0;0;0,0568674749327285;0;0;0;0;0;0;0;0
"b³ysn¹æ";0;0;0;0;0;0;0;0;0;0,0508462128810278;0;0;0;0;0;0;0;0;0;0
"b³yszczeæ";0;0;0;0,00890597344473824;0;0;0;0;0;0;0;0;0,0373250347740153;0;0;0;0;0;0;0
"boæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"bojaŸñ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"bok";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0164488224353468;0;0;0;0;0
"bokiem";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023488739646127
"boles³aw";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"boles³awa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0291365938981171;0;0;0;0
"boles³awowi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"bolesny";0;0;0;0;0;0;0;0,011260773203008;0;0;0;0;0;0;0;0,00746500695480306;0;0;0;0
"bolszewicki";0;0;0;0;0;0;0;0,0146506037114826;0;0;0;0;0;0;0;0;0;0;0;0
"bonhart";0;0;0;0,0695216315531479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"bonharta";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"boski";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"bo¿e";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00948219246875555;0,00746500695480306;0;0;0;0
"bo¿y";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"bób";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"bóg";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0158036541145926;0,0298600278192122;0;0;0;0
"bój";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"ból";0;0;0;0;0;0;0,02815193300752;0;0;0;0;0,0437095801958863;0;0;0;0;0;0;0;0
"bóstwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"bracia";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"braæ";0;0;0;0,00733770936773782;0,00672473118959756;0;0;0;0;0;0;0;0;0,0175446512446552;0;0;0;0;0;0
"brak";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"brama";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"bransoletka";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"brat";0;0;0;0;0;0;0;0;0;0;0;0;0;0,027704667274919;0;0;0;0;0;0
"brata";0;0;0;0;0;0;0;0;0;0;0;0;0;0,027704667274919;0;0;0;0;0;0
"braterski";0;0;0;0;0;0;0;0;0;0;0;0;0;0,027704667274919;0;0;0;0;0;0
"br¹z";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"bremervoord";0,0215021298253103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"broda";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"broniæ";0;0;0;0;0;0;0,0231946236793746;0,0185556989434997;0;0;0;0;0;0;0;0;0;0;0;0,0148748130117729
"broñ";0;0;0;0;0;0;0;0,0439518111344478;0;0;0;0;0;0;0;0;0;0;0;0
"brwi";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"brzeg";0,00864161987147366;0;0,0119379078636853;0;0;0;0;0;0;0;0,00512379231317465;0,0228548104495553;0;0;0;0;0;0;0,00807890974030794;0,0188800608061544
"brzmi¹cy";0,0165270054472008;0;0;0;0;0;0;0;0;0;0,00979919792002172;0;0;0;0;0;0;0;0;0
"budynek";0;0;0;0,0231738771843826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"burmistrz";0;0;0;0,0231738771843826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"burza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00822441121767338;0;0;0;0;0
"burzowy";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"burzyæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0123366168265101;0;0;0;0;0
"byæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,023488739646127
"by³e";0;0;0;0;0;0;0;0;0;0;0,0127490504273964;0;0;0;0;0;0;0;0;0
"byœ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"byœcie";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cal";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ca³kiem";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ca³kowity";0;0;0;0;0;0;0,02815193300752;0;0;0;0;0;0;0;0,00316073082291852;0;0;0;0;0
"ca³oœæ";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ca³owaæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0704662189383809
"ca³y";0;0;0;0;0,00744262001390545;0;0,0256707317428773;0,00513414634857545;0;0;0;0;0;0,0194176047798687;0,00864646911225361;0,00680707043968431;0;0,00958590615715037;0;0
"casadei";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"celnik";0;0;0;0;0;0;0;0;0;0;0;0;0;0,027704667274919;0;0;0;0;0;0
"celowy";0;0;0;0;0;0;0;0,0146506037114826;0;0;0;0;0;0;0;0;0;0;0;0
"centralny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"cesarz";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chaldejczyków";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"chcieæ";0,0136167442495831;0;0;0;0;0;0,0463892473587493;0;0;0;0;0;0;0;0;0;0;0;0;0,0297496260235457
"chemik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"chetyta»";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"chetyty»";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"chêæ";0;0;0;0;0;0,0188745914482236;0;0,011260773203008;0;0;0;0;0;0;0;0;0;0;0;0
"chêtny";0;0;0;0;0;0;0;0,011260773203008;0;0,0390815069986748;0;0;0;0;0;0;0;0;0;0
"chleb";0;0;0;0;0;0;0;0;0;0,0390815069986748;0;0;0;0;0,0126429232916741;0;0;0;0;0
"ch³odny";0,0136167442495831;0,0180063525931987;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0148748130117729
"ch³opca";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"ch³opski";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chmura";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chocia¿";0;0;0;0;0,00816198549112374;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0309016566966266;0
"chocia¿bym";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"choæby";0;0;0;0;0;0;0,0231946236793746;0,00927784947174985;0;0;0;0;0;0;0;0;0,012971400920219;0;0;0
"chodz¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"chodziæ";0;0;0,00797913434669197;0;0;0;0;0;0;0;0,00684934541264709;0;0;0;0,00220925603700034;0;0,0330131956619056;0;0;0
"chrapa";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrapliwy";0;0;0;0,0231738771843826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrapn¹æ";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chrystus";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"chrystusa";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
"chrz¹szcz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,020101991139011;0
"chrzêszcz¹c";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chuda";0;0;0;0,0231738771843826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chwila";0;0;0;0,00890597344473824;0;0;0;0;0;0;0;0;0;0;0;0;0,0157437350468595;0;0;0
"chwilê";0;0;0;0;0;0;0;0;0;0,0390815069986748;0;0,0437095801958863;0;0;0;0;0;0;0;0
"chwytaæ";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"chwytny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"cia³eczka";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cia³eczko";0;0;0;0,0231738771843826;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cia³o";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00746500695480306;0;0;0,0154508283483133;0
"ci¹g";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"ci¹g³y";0;0;0;0;0,0106189879481262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ci¹gn¹c";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ci¹gn¹æ";0,0136167442495831;0;0;0;0;0;0;0;0;0;0,00807364482054928;0,0360127051863974;0;0;0;0;0;0;0;0
"cichy";0;0,0131578947368421;0,00687285223367698;0,00536193029490617;0;0;0;0;0,00873362445414847;0;0;0;0;0;0;0;0;0;0;0,0108695652173913
"ciebie";0;0;0;0;0;0;0,05630386601504;0;0;0;0;0;0;0;0,00948219246875555;0;0;0;0;0
"ciecz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"ciecz¹…";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"cieczy…";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"ciekawoœæ";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciekawy";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciemno";0;0;0;0;0;0;0;0;0;0;0,00807364482054928;0,0360127051863974;0;0;0;0;0;0;0;0,0297496260235457
"ciemnoœæ";0;0;0;0;0;0;0;0;0;0,0508462128810278;0;0;0;0;0;0;0;0;0;0
"ciemny";0;0,0114274052247777;0,00596895393184263;0;0,0042677287325951;0;0;0;0;0;0,0102475846263493;0,0228548104495553;0;0;0,00165267896685652;0;0;0;0;0
"cieñ";0;0;0;0;0;0;0;0;0;0;0;0;0,0485609898301951;0;0;0;0;0;0;0
"cieplny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0204830715397505;0;0;0
"cierpi¹c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00411220560883669;0;0;0;0;0
"cierpienie";0;0;0;0;0;0;0,0231946236793746;0,00927784947174985;0;0;0;0;0;0;0;0;0;0;0,0127300725310056;0
"cierpn¹æ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0273539752840972;0;0
"cieszyæ";0;0;0;0;0;0;0,0366265092787065;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciê";0;0;0;0,00622500829728515;0;0;0,0393547134726672;0;0;0;0;0;0;0,0148841544544062;0,00220925603700034;0;0;0;0;0
"ciê¿ar";0;0;0;0;0;0,0245564096300418;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciê¿ki";0;0;0;0,00890597344473824;0,00816198549112374;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciii";0,0215021298253103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciri";0;0;0;0,0695216315531479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cisn¹æ";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciszyæ";0;0;0,0148519865803689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ciœnienie";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0409661430795011;0;0;0
"claremont";0;0;0;0,0115869385921913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cnota";0,0215021298253103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"cnotliwy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00971219796603902;0;0;0;0
